internal_id,hardness_min,hardness_max,hardness_units,hardness_temperature,yield_min,yield_max,yield_units,yield_temperature,composition.elements,composition.min,composition.max
COME043,190,200,[-],20,570,750,MPa,20,Cu,NA,NA
COME043,190,200,[-],20,570,750,MPa,20,Ni,2.6,4.5
COME043,190,200,[-],20,570,750,MPa,20,Si,0.8,1.3
COME064,280,280,[-],20,550,550,MPa,20,C,0,0.03
COME064,280,280,[-],20,550,550,MPa,20,Cr,24,26
COME064,280,280,[-],20,550,550,MPa,20,Cu,0.5,1
COME064,280,280,[-],20,550,550,MPa,20,Fe,NA,NA
COME064,280,280,[-],20,550,550,MPa,20,Mn,0,1
COME064,280,280,[-],20,550,550,MPa,20,Mo,3,4
COME064,280,280,[-],20,550,550,MPa,20,Ni,6,8
COME064,280,280,[-],20,550,550,MPa,20,N,0.2,0.3
COME064,280,280,[-],20,550,550,MPa,20,P,0,0.03
COME064,280,280,[-],20,550,550,MPa,20,Si,0,1
COME064,280,280,[-],20,550,550,MPa,20,S,0,0.01
COME064,280,280,[-],20,550,550,MPa,20,W,0.5,1
COME040,229,240,[-],20,555,630,MPa,20,Al,3,3
COME040,229,240,[-],20,555,630,MPa,20,Cu,NA,NA
COME040,229,240,[-],20,555,630,MPa,20,Fe,1.5,1.5
COME040,229,240,[-],20,555,630,MPa,20,Mn,0.3,0.3
COME040,229,240,[-],20,555,630,MPa,20,Ni,14.5,14.5
COME063,280,280,[-],20,550,550,MPa,20,C,0,0.04
COME063,280,280,[-],20,550,550,MPa,20,Cr,24,27
COME063,280,280,[-],20,550,550,MPa,20,Cu,1.5,2.5
COME063,280,280,[-],20,550,550,MPa,20,Fe,NA,NA
COME063,280,280,[-],20,550,550,MPa,20,Mn,0,1.5
COME063,280,280,[-],20,550,550,MPa,20,Mo,2.9,3.9
COME063,280,280,[-],20,550,550,MPa,20,Ni,4.5,6.5
COME063,280,280,[-],20,550,550,MPa,20,N,0.1,0.25
COME063,280,280,[-],20,550,550,MPa,20,P,0,0.04
COME063,280,280,[-],20,550,550,MPa,20,Si,0,1
COME063,280,280,[-],20,550,550,MPa,20,S,0,0.03
COME065,280,280,[-],20,448,448,MPa,20,C,0,0.03
COME065,280,280,[-],20,448,448,MPa,20,Cr,21,23
COME065,280,280,[-],20,448,448,MPa,20,Fe,NA,NA
COME065,280,280,[-],20,448,448,MPa,20,Mn,0,2
COME065,280,280,[-],20,448,448,MPa,20,Mo,2.5,3.5
COME065,280,280,[-],20,448,448,MPa,20,Ni,4.5,6.5
COME065,280,280,[-],20,448,448,MPa,20,N,0.08,0.2
COME065,280,280,[-],20,448,448,MPa,20,P,0,0.02
COME065,280,280,[-],20,448,448,MPa,20,Si,0,1
COME065,280,280,[-],20,448,448,MPa,20,S,0,0.02
COME042,155,180,[-],20,430,590,MPa,20,Cu,NA,NA
COME042,155,180,[-],20,430,590,MPa,20,Ni,1.6,2.2
COME042,155,180,[-],20,430,590,MPa,20,Si,0.4,0.8
MINFM3654700,95,95,[-],20,12,324,MPa,20,Al,95.8,98.61
MINFM3654700,95,95,[-],20,12,324,MPa,20,Cr,0.04,0.35
MINFM3654700,95,95,[-],20,12,324,MPa,20,Cu,0.15,0.4
MINFM3654700,95,95,[-],20,12,324,MPa,20,Fe,0.7,0.7
MINFM3654700,95,95,[-],20,12,324,MPa,20,Mg,0.8,1.2
MINFM3654700,95,95,[-],20,12,324,MPa,20,Mn,0.15,0.15
MINFM3654700,95,95,[-],20,12,324,MPa,20,Other,0.15,0.15
MINFM3654700,95,95,[-],20,12,324,MPa,20,Si,0.4,0.8
MINFM3654700,95,95,[-],20,12,324,MPa,20,Ti,0.15,0.15
MINFM3654700,95,95,[-],20,12,324,MPa,20,Zn,0.25,0.25
MINFM3654300,30,30,[-],20,55,55,MPa,20,Al,95.8,98.61
MINFM3654300,30,30,[-],20,55,55,MPa,20,Cr,0.04,0.35
MINFM3654300,30,30,[-],20,55,55,MPa,20,Cu,0.15,0.4
MINFM3654300,30,30,[-],20,55,55,MPa,20,Fe,0.7,0.7
MINFM3654300,30,30,[-],20,55,55,MPa,20,Mg,0.8,1.2
MINFM3654300,30,30,[-],20,55,55,MPa,20,Mn,0.15,0.15
MINFM3654300,30,30,[-],20,55,55,MPa,20,Other,0.15,0.15
MINFM3654300,30,30,[-],20,55,55,MPa,20,Si,0.4,0.8
MINFM3654300,30,30,[-],20,55,55,MPa,20,Ti,0.15,0.15
MINFM3654300,30,30,[-],20,55,55,MPa,20,Zn,0.25,0.25
MINFM3654600,95,95,[-],20,12,324,MPa,20,Al,95.8,98.61
MINFM3654600,95,95,[-],20,12,324,MPa,20,Cr,0.04,0.35
MINFM3654600,95,95,[-],20,12,324,MPa,20,Cu,0.15,0.4
MINFM3654600,95,95,[-],20,12,324,MPa,20,Fe,0.7,0.7
MINFM3654600,95,95,[-],20,12,324,MPa,20,Mg,0.8,1.2
MINFM3654600,95,95,[-],20,12,324,MPa,20,Mn,0.15,0.15
MINFM3654600,95,95,[-],20,12,324,MPa,20,Other,0.15,0.15
MINFM3654600,95,95,[-],20,12,324,MPa,20,Si,0.4,0.8
MINFM3654600,95,95,[-],20,12,324,MPa,20,Ti,0.15,0.15
MINFM3654600,95,95,[-],20,12,324,MPa,20,Zn,0.25,0.25
MINFM3654500,65,65,[-],20,110,145,MPa,20,Al,95.8,98.61
MINFM3654500,65,65,[-],20,110,145,MPa,20,Cr,0.04,0.35
MINFM3654500,65,65,[-],20,110,145,MPa,20,Cu,0.15,0.4
MINFM3654500,65,65,[-],20,110,145,MPa,20,Fe,0.7,0.7
MINFM3654500,65,65,[-],20,110,145,MPa,20,Mg,0.8,1.2
MINFM3654500,65,65,[-],20,110,145,MPa,20,Mn,0.15,0.15
MINFM3654500,65,65,[-],20,110,145,MPa,20,Other,0.15,0.15
MINFM3654500,65,65,[-],20,110,145,MPa,20,Si,0.4,0.8
MINFM3654500,65,65,[-],20,110,145,MPa,20,Ti,0.15,0.15
MINFM3654500,65,65,[-],20,110,145,MPa,20,Zn,0.25,0.25
MINFM3654400,65,65,[-],20,100,145,MPa,20,Al,95.8,98.61
MINFM3654400,65,65,[-],20,100,145,MPa,20,Cr,0.04,0.35
MINFM3654400,65,65,[-],20,100,145,MPa,20,Cu,0.15,0.4
MINFM3654400,65,65,[-],20,100,145,MPa,20,Fe,0.7,0.7
MINFM3654400,65,65,[-],20,100,145,MPa,20,Mg,0.8,1.2
MINFM3654400,65,65,[-],20,100,145,MPa,20,Mn,0.15,0.15
MINFM3654400,65,65,[-],20,100,145,MPa,20,Other,0.15,0.15
MINFM3654400,65,65,[-],20,100,145,MPa,20,Si,0.4,0.8
MINFM3654400,65,65,[-],20,100,145,MPa,20,Ti,0.15,0.15
MINFM3654400,65,65,[-],20,100,145,MPa,20,Zn,0.25,0.25
COME029,80,80,[-],20,280,280,MPa,20,Fe,48,48
COME029,80,80,[-],20,280,280,MPa,20,Ni,52,52
COME051,313,354,[-],20,827,827,MPa,20,Al,0.5,0.5
COME051,313,354,[-],20,827,827,MPa,20,Cr,19,19
COME051,313,354,[-],20,827,827,MPa,20,Fe,18,18
COME051,313,354,[-],20,827,827,MPa,20,Mo,3,3
COME051,313,354,[-],20,827,827,MPa,20,Ni,53,53
COME051,313,354,[-],20,827,827,MPa,20,Nb,5,5
COME051,313,354,[-],20,827,827,MPa,20,Ti,0.9,0.9
MITF730,95,95,[-],20,205,295,MPa,20,Al,91.3,94.6
MITF730,95,95,[-],20,205,295,MPa,20,Bi,0.2,0.6
MITF730,95,95,[-],20,205,295,MPa,20,Cu,5,6
MITF730,95,95,[-],20,205,295,MPa,20,Fe,0.7,0.7
MITF730,95,95,[-],20,205,295,MPa,20,Pb,0.2,0.6
MITF730,95,95,[-],20,205,295,MPa,20,Other,0.15,0.15
MITF730,95,95,[-],20,205,295,MPa,20,Si,0.4,0.4
MITF730,95,95,[-],20,205,295,MPa,20,Zn,0.3,0.3
MITF800,45,45,[-],20,95,95,MPa,20,Al,90.4,95
MITF800,45,45,[-],20,95,95,MPa,20,Cr,0.1,0.1
MITF800,45,45,[-],20,95,95,MPa,20,Cu,3.9,5
MITF800,45,45,[-],20,95,95,MPa,20,Fe,0.7,0.7
MITF800,45,45,[-],20,95,95,MPa,20,Mg,0.2,0.8
MITF800,45,45,[-],20,95,95,MPa,20,Mn,0.4,1.2
MITF800,45,45,[-],20,95,95,MPa,20,Other,0.15,0.15
MITF800,45,45,[-],20,95,95,MPa,20,Si,0.5,1.2
MITF800,45,45,[-],20,95,95,MPa,20,Ti,0.15,0.15
MITF800,45,45,[-],20,95,95,MPa,20,Zn,0.25,0.25
MITF800,45,45,[-],20,95,95,MPa,20,Zr,0.2,0.2
MITF380,26,26,[-],20,70,90,MPa,20,Al,99.6,100
MITF380,26,26,[-],20,70,90,MPa,20,Cu,0.05,0.05
MITF380,26,26,[-],20,70,90,MPa,20,Fe,0.35,0.35
MITF380,26,26,[-],20,70,90,MPa,20,Mg,0.03,0.03
MITF380,26,26,[-],20,70,90,MPa,20,Mn,0.03,0.03
MITF380,26,26,[-],20,70,90,MPa,20,Si,0.25,0.25
MITF380,26,26,[-],20,70,90,MPa,20,Ti,0.03,0.03
MITF380,26,26,[-],20,70,90,MPa,20,V,0.05,0.05
MITF380,26,26,[-],20,70,90,MPa,20,Zn,0.05,0.05
MITF1070,120,120,[-],20,260,325,MPa,20,Al,90.7,94.7
MITF1070,120,120,[-],20,260,325,MPa,20,Cr,0.1,0.1
MITF1070,120,120,[-],20,260,325,MPa,20,Cu,3.8,4.9
MITF1070,120,120,[-],20,260,325,MPa,20,Fe,0.5,0.5
MITF1070,120,120,[-],20,260,325,MPa,20,Mg,1.2,1.8
MITF1070,120,120,[-],20,260,325,MPa,20,Mn,0.3,0.9
MITF1070,120,120,[-],20,260,325,MPa,20,Other,0.15,0.15
MITF1070,120,120,[-],20,260,325,MPa,20,Si,0.5,0.5
MITF1070,120,120,[-],20,260,325,MPa,20,Ti,0.15,0.15
MITF1070,120,120,[-],20,260,325,MPa,20,Zn,0.25,0.25
MITF1070,120,120,[-],20,260,325,MPa,20,Zr,0.2,0.2
MITF2220,28,28,[-],20,35,40,MPa,20,Al,97,99.5
MITF2220,28,28,[-],20,35,40,MPa,20,Cr,0.1,0.1
MITF2220,28,28,[-],20,35,40,MPa,20,Cu,0.2,0.2
MITF2220,28,28,[-],20,35,40,MPa,20,Fe,0.7,0.7
MITF2220,28,28,[-],20,35,40,MPa,20,Mg,0.5,1.1
MITF2220,28,28,[-],20,35,40,MPa,20,Mn,0.2,0.2
MITF2220,28,28,[-],20,35,40,MPa,20,Other,0.15,0.15
MITF2220,28,28,[-],20,35,40,MPa,20,Si,0.3,0.3
MITF2220,28,28,[-],20,35,40,MPa,20,Zn,0.25,0.25
MITF2530,53,53,[-],20,140,165,MPa,20,Al,96.3,98.9
MITF2530,53,53,[-],20,140,165,MPa,20,Cr,0.1,0.1
MITF2530,53,53,[-],20,140,165,MPa,20,Cu,0.2,0.2
MITF2530,53,53,[-],20,140,165,MPa,20,Fe,0.7,0.7
MITF2530,53,53,[-],20,140,165,MPa,20,Mg,1.1,1.8
MITF2530,53,53,[-],20,140,165,MPa,20,Mn,0.1,0.1
MITF2530,53,53,[-],20,140,165,MPa,20,Other,0.15,0.15
MITF2530,53,53,[-],20,140,165,MPa,20,Si,0.4,0.4
MITF2530,53,53,[-],20,140,165,MPa,20,Zn,0.25,0.25
MITF2700,73,73,[-],20,200,240,MPa,20,Al,95.8,97.7
MITF2700,73,73,[-],20,200,240,MPa,20,Cr,0.15,0.35
MITF2700,73,73,[-],20,200,240,MPa,20,Cu,0.1,0.1
MITF2700,73,73,[-],20,200,240,MPa,20,Fe,0.4,0.4
MITF2700,73,73,[-],20,200,240,MPa,20,Mg,2.2,2.8
MITF2700,73,73,[-],20,200,240,MPa,20,Mn,0.1,0.1
MITF2700,73,73,[-],20,200,240,MPa,20,Other,0.15,0.15
MITF2700,73,73,[-],20,200,240,MPa,20,Si,0.25,0.25
MITF2700,73,73,[-],20,200,240,MPa,20,Zn,0.1,0.1
MITF2700,73,73,[-],20,200,240,MPa,20,Al,95.8,97.7
MITF2700,73,73,[-],20,200,240,MPa,20,Cr,0.15,0.35
MITF2700,73,73,[-],20,200,240,MPa,20,Cu,0.1,0.1
MITF2700,73,73,[-],20,200,240,MPa,20,Fe,0.4,0.4
MITF2700,73,73,[-],20,200,240,MPa,20,Mg,2.2,2.8
MITF2700,73,73,[-],20,200,240,MPa,20,Mn,0.1,0.1
MITF2700,73,73,[-],20,200,240,MPa,20,Other,0.15,0.15
MITF2700,73,73,[-],20,200,240,MPa,20,Si,0.25,0.25
MITF2700,73,73,[-],20,200,240,MPa,20,Zn,0.1,0.1
MITF2820,65,65,[-],20,150,150,MPa,20,Al,93,95.4
MITF2820,65,65,[-],20,150,150,MPa,20,Cr,0.05,0.2
MITF2820,65,65,[-],20,150,150,MPa,20,Cu,0.1,0.1
MITF2820,65,65,[-],20,150,150,MPa,20,Fe,0.4,0.4
MITF2820,65,65,[-],20,150,150,MPa,20,Mg,4.5,5.6
MITF2820,65,65,[-],20,150,150,MPa,20,Mn,0.05,0.2
MITF2820,65,65,[-],20,150,150,MPa,20,Other,0.15,0.15
MITF2820,65,65,[-],20,150,150,MPa,20,Si,0.3,0.3
MITF2820,65,65,[-],20,150,150,MPa,20,Zn,0.1,0.1
MITF3190,67,67,[-],20,180,205,MPa,20,Al,94.4,96.8
MITF3190,67,67,[-],20,180,205,MPa,20,Cr,0.15,0.35
MITF3190,67,67,[-],20,180,205,MPa,20,Cu,0.1,0.1
MITF3190,67,67,[-],20,180,205,MPa,20,Fe,0.4,0.4
MITF3190,67,67,[-],20,180,205,MPa,20,Mg,3.1,3.9
MITF3190,67,67,[-],20,180,205,MPa,20,Mn,0.1,0.1
MITF3190,67,67,[-],20,180,205,MPa,20,Other,0.15,0.15
MITF3190,67,67,[-],20,180,205,MPa,20,Si,0.25,0.25
MITF3190,67,67,[-],20,180,205,MPa,20,Ti,0.2,0.2
MITF3190,67,67,[-],20,180,205,MPa,20,Zn,0.2,0.2
MITF3210,78,78,[-],20,220,250,MPa,20,Al,94.4,96.8
MITF3210,78,78,[-],20,220,250,MPa,20,Cr,0.15,0.35
MITF3210,78,78,[-],20,220,250,MPa,20,Cu,0.1,0.1
MITF3210,78,78,[-],20,220,250,MPa,20,Fe,0.4,0.4
MITF3210,78,78,[-],20,220,250,MPa,20,Mg,3.1,3.9
MITF3210,78,78,[-],20,220,250,MPa,20,Mn,0.1,0.1
MITF3210,78,78,[-],20,220,250,MPa,20,Other,0.15,0.15
MITF3210,78,78,[-],20,220,250,MPa,20,Si,0.25,0.25
MITF3210,78,78,[-],20,220,250,MPa,20,Ti,0.2,0.2
MITF3210,78,78,[-],20,220,250,MPa,20,Zn,0.2,0.2
MITF3220,80,80,[-],20,240,270,MPa,20,Al,94.4,96.8
MITF3220,80,80,[-],20,240,270,MPa,20,Cr,0.15,0.35
MITF3220,80,80,[-],20,240,270,MPa,20,Cu,0.1,0.1
MITF3220,80,80,[-],20,240,270,MPa,20,Fe,0.4,0.4
MITF3220,80,80,[-],20,240,270,MPa,20,Mg,3.1,3.9
MITF3220,80,80,[-],20,240,270,MPa,20,Mn,0.1,0.1
MITF3220,80,80,[-],20,240,270,MPa,20,Other,0.15,0.15
MITF3220,80,80,[-],20,240,270,MPa,20,Si,0.25,0.25
MITF3220,80,80,[-],20,240,270,MPa,20,Ti,0.2,0.2
MITF3220,80,80,[-],20,240,270,MPa,20,Zn,0.2,0.2
MITF3230,58,58,[-],20,75,115,MPa,20,Al,94.4,96.8
MITF3230,58,58,[-],20,75,115,MPa,20,Cr,0.15,0.35
MITF3230,58,58,[-],20,75,115,MPa,20,Cu,0.1,0.1
MITF3230,58,58,[-],20,75,115,MPa,20,Fe,0.4,0.4
MITF3230,58,58,[-],20,75,115,MPa,20,Mg,3.1,3.9
MITF3230,58,58,[-],20,75,115,MPa,20,Mn,0.1,0.1
MITF3230,58,58,[-],20,75,115,MPa,20,Other,0.15,0.15
MITF3230,58,58,[-],20,75,115,MPa,20,Si,0.25,0.25
MITF3230,58,58,[-],20,75,115,MPa,20,Ti,0.2,0.2
MITF3230,58,58,[-],20,75,115,MPa,20,Zn,0.2,0.2
MITF3600,60,60,[-],20,105,145,MPa,20,Al,97.5,99.4
MITF3600,60,60,[-],20,105,145,MPa,20,Cr,0.1,0.1
MITF3600,60,60,[-],20,105,145,MPa,20,Cu,0.1,0.1
MITF3600,60,60,[-],20,105,145,MPa,20,Fe,0.35,0.35
MITF3600,60,60,[-],20,105,145,MPa,20,Mg,0.45,0.9
MITF3600,60,60,[-],20,105,145,MPa,20,Mn,0.1,0.1
MITF3600,60,60,[-],20,105,145,MPa,20,Other,0.15,0.15
MITF3600,60,60,[-],20,105,145,MPa,20,Si,0.2,0.6
MITF3600,60,60,[-],20,105,145,MPa,20,Ti,0.1,0.1
MITF3600,60,60,[-],20,105,145,MPa,20,Zn,0.1,0.1
MITF3860,150,150,[-],20,370,505,MPa,20,Al,86.9,91.4
MITF3860,150,150,[-],20,370,505,MPa,20,Cr,0.18,0.28
MITF3860,150,150,[-],20,370,505,MPa,20,Cu,1.2,2
MITF3860,150,150,[-],20,370,505,MPa,20,Fe,0.5,0.5
MITF3860,150,150,[-],20,370,505,MPa,20,Mg,2.1,2.9
MITF3860,150,150,[-],20,370,505,MPa,20,Mn,0.3,0.3
MITF3860,150,150,[-],20,370,505,MPa,20,Other,0.15,0.15
MITF3860,150,150,[-],20,370,505,MPa,20,Si,0.4,0.4
MITF3860,150,150,[-],20,370,505,MPa,20,Ti,0.2,0.2
MITF3860,150,150,[-],20,370,505,MPa,20,Zn,5.1,6.1
MITF3860,150,150,[-],20,370,505,MPa,20,Zr,0.25,0.25
MITF850,105,105,[-],20,205,290,MPa,20,Al,90.4,95
MITF850,105,105,[-],20,205,290,MPa,20,Cr,0.1,0.1
MITF850,105,105,[-],20,205,290,MPa,20,Cu,3.9,5
MITF850,105,105,[-],20,205,290,MPa,20,Fe,0.7,0.7
MITF850,105,105,[-],20,205,290,MPa,20,Mg,0.2,0.8
MITF850,105,105,[-],20,205,290,MPa,20,Mn,0.4,1.2
MITF850,105,105,[-],20,205,290,MPa,20,Other,0.15,0.15
MITF850,105,105,[-],20,205,290,MPa,20,Si,0.5,1.2
MITF850,105,105,[-],20,205,290,MPa,20,Ti,0.15,0.15
MITF850,105,105,[-],20,205,290,MPa,20,Zn,0.25,0.25
MITF850,105,105,[-],20,205,290,MPa,20,Zr,0.2,0.2
MITF480,28,28,[-],20,75,105,MPa,20,Al,99,100
MITF480,28,28,[-],20,75,105,MPa,20,Cu,0.05,0.2
MITF480,28,28,[-],20,75,105,MPa,20,Fe,1,1
MITF480,28,28,[-],20,75,105,MPa,20,Mn,0.05,0.05
MITF480,28,28,[-],20,75,105,MPa,20,Other,0.15,0.15
MITF480,28,28,[-],20,75,105,MPa,20,Si,1,1
MITF480,28,28,[-],20,75,105,MPa,20,Zn,0.1,0.1
MITF3620,73,73,[-],20,170,215,MPa,20,Al,97.5,99.4
MITF3620,73,73,[-],20,170,215,MPa,20,Cr,0.1,0.1
MITF3620,73,73,[-],20,170,215,MPa,20,Cu,0.1,0.1
MITF3620,73,73,[-],20,170,215,MPa,20,Fe,0.35,0.35
MITF3620,73,73,[-],20,170,215,MPa,20,Mg,0.45,0.9
MITF3620,73,73,[-],20,170,215,MPa,20,Mn,0.1,0.1
MITF3620,73,73,[-],20,170,215,MPa,20,Other,0.15,0.15
MITF3620,73,73,[-],20,170,215,MPa,20,Si,0.2,0.6
MITF3620,73,73,[-],20,170,215,MPa,20,Ti,0.1,0.1
MITF3620,73,73,[-],20,170,215,MPa,20,Zn,0.1,0.1
MITF3320,73,73,[-],20,180,205,MPa,20,Al,94.5,97.1
MITF3320,73,73,[-],20,180,205,MPa,20,Cr,0.05,0.2
MITF3320,73,73,[-],20,180,205,MPa,20,Cu,0.1,0.1
MITF3320,73,73,[-],20,180,205,MPa,20,Fe,0.4,0.4
MITF3320,73,73,[-],20,180,205,MPa,20,Mg,2.4,3
MITF3320,73,73,[-],20,180,205,MPa,20,Mn,0.5,1
MITF3320,73,73,[-],20,180,205,MPa,20,Other,0.15,0.15
MITF3320,73,73,[-],20,180,205,MPa,20,Si,0.25,0.25
MITF3320,73,73,[-],20,180,205,MPa,20,Ti,0.2,0.2
MITF3320,73,73,[-],20,180,205,MPa,20,Zn,0.25,0.25
MITF2180,36,36,[-],20,85,115,MPa,20,Al,97,99.5
MITF2180,36,36,[-],20,85,115,MPa,20,Cr,0.1,0.1
MITF2180,36,36,[-],20,85,115,MPa,20,Cu,0.2,0.2
MITF2180,36,36,[-],20,85,115,MPa,20,Fe,0.7,0.7
MITF2180,36,36,[-],20,85,115,MPa,20,Mg,0.5,1.1
MITF2180,36,36,[-],20,85,115,MPa,20,Mn,0.2,0.2
MITF2180,36,36,[-],20,85,115,MPa,20,Other,0.15,0.15
MITF2180,36,36,[-],20,85,115,MPa,20,Si,0.3,0.3
MITF2180,36,36,[-],20,85,115,MPa,20,Zn,0.25,0.25
MITF2210,51,51,[-],20,185,185,MPa,20,Al,97,99.5
MITF2210,51,51,[-],20,185,185,MPa,20,Cr,0.1,0.1
MITF2210,51,51,[-],20,185,185,MPa,20,Cu,0.2,0.2
MITF2210,51,51,[-],20,185,185,MPa,20,Fe,0.7,0.7
MITF2210,51,51,[-],20,185,185,MPa,20,Mg,0.5,1.1
MITF2210,51,51,[-],20,185,185,MPa,20,Mn,0.2,0.2
MITF2210,51,51,[-],20,185,185,MPa,20,Other,0.15,0.15
MITF2210,51,51,[-],20,185,185,MPa,20,Si,0.3,0.3
MITF2210,51,51,[-],20,185,185,MPa,20,Zn,0.25,0.25
MITF2670,60,60,[-],20,160,195,MPa,20,Al,95.8,97.7
MITF2670,60,60,[-],20,160,195,MPa,20,Cr,0.15,0.35
MITF2670,60,60,[-],20,160,195,MPa,20,Cu,0.1,0.1
MITF2670,60,60,[-],20,160,195,MPa,20,Fe,0.4,0.4
MITF2670,60,60,[-],20,160,195,MPa,20,Mg,2.2,2.8
MITF2670,60,60,[-],20,160,195,MPa,20,Mn,0.1,0.1
MITF2670,60,60,[-],20,160,195,MPa,20,Other,0.15,0.15
MITF2670,60,60,[-],20,160,195,MPa,20,Si,0.25,0.25
MITF2670,60,60,[-],20,160,195,MPa,20,Zn,0.1,0.1
MITF3140,63,63,[-],20,75,125,MPa,20,Al,94.4,96.8
MITF3140,63,63,[-],20,75,125,MPa,20,Cr,0.15,0.35
MITF3140,63,63,[-],20,75,125,MPa,20,Cu,0.1,0.1
MITF3140,63,63,[-],20,75,125,MPa,20,Fe,0.4,0.4
MITF3140,63,63,[-],20,75,125,MPa,20,Mg,3.1,3.9
MITF3140,63,63,[-],20,75,125,MPa,20,Mn,0.1,0.1
MITF3140,63,63,[-],20,75,125,MPa,20,Other,0.15,0.15
MITF3140,63,63,[-],20,75,125,MPa,20,Si,0.25,0.25
MITF3140,63,63,[-],20,75,125,MPa,20,Ti,0.2,0.2
MITF3140,63,63,[-],20,75,125,MPa,20,Zn,0.2,0.2
MITF1480,47,47,[-],20,145,170,MPa,20,Al,96.8,99
MITF1480,47,47,[-],20,145,170,MPa,20,Cu,0.05,0.2
MITF1480,47,47,[-],20,145,170,MPa,20,Fe,0.7,0.7
MITF1480,47,47,[-],20,145,170,MPa,20,Mn,1,1.5
MITF1480,47,47,[-],20,145,170,MPa,20,Other,0.15,0.15
MITF1480,47,47,[-],20,145,170,MPa,20,Si,0.6,0.6
MITF1480,47,47,[-],20,145,170,MPa,20,Zn,0.1,0.1
MITF1550,28,28,[-],20,35,40,MPa,20,Al,96.8,99
MITF1550,28,28,[-],20,35,40,MPa,20,Cu,0.05,0.2
MITF1550,28,28,[-],20,35,40,MPa,20,Fe,0.7,0.7
MITF1550,28,28,[-],20,35,40,MPa,20,Mn,1,1.5
MITF1550,28,28,[-],20,35,40,MPa,20,Other,0.15,0.15
MITF1550,28,28,[-],20,35,40,MPa,20,Si,0.6,0.6
MITF1550,28,28,[-],20,35,40,MPa,20,Zn,0.1,0.1
MITF510,44,44,[-],20,140,150,MPa,20,Al,99,100
MITF510,44,44,[-],20,140,150,MPa,20,Cu,0.05,0.2
MITF510,44,44,[-],20,140,150,MPa,20,Fe,1,1
MITF510,44,44,[-],20,140,150,MPa,20,Mn,0.05,0.05
MITF510,44,44,[-],20,140,150,MPa,20,Other,0.15,0.15
MITF510,44,44,[-],20,140,150,MPa,20,Si,1,1
MITF510,44,44,[-],20,140,150,MPa,20,Zn,0.1,0.1
MITF1000,47,47,[-],20,75,75,MPa,20,Al,90.7,94.7
MITF1000,47,47,[-],20,75,75,MPa,20,Cr,0.1,0.1
MITF1000,47,47,[-],20,75,75,MPa,20,Cu,3.8,4.9
MITF1000,47,47,[-],20,75,75,MPa,20,Fe,0.5,0.5
MITF1000,47,47,[-],20,75,75,MPa,20,Mg,1.2,1.8
MITF1000,47,47,[-],20,75,75,MPa,20,Mn,0.3,0.9
MITF1000,47,47,[-],20,75,75,MPa,20,Other,0.15,0.15
MITF1000,47,47,[-],20,75,75,MPa,20,Si,0.5,0.5
MITF1000,47,47,[-],20,75,75,MPa,20,Ti,0.15,0.15
MITF1000,47,47,[-],20,75,75,MPa,20,Zn,0.25,0.25
MITF1000,47,47,[-],20,75,75,MPa,20,Zr,0.2,0.2
MITF2520,46,46,[-],20,110,145,MPa,20,Al,96.3,98.9
MITF2520,46,46,[-],20,110,145,MPa,20,Cr,0.1,0.1
MITF2520,46,46,[-],20,110,145,MPa,20,Cu,0.2,0.2
MITF2520,46,46,[-],20,110,145,MPa,20,Fe,0.7,0.7
MITF2520,46,46,[-],20,110,145,MPa,20,Mg,1.1,1.8
MITF2520,46,46,[-],20,110,145,MPa,20,Mn,0.1,0.1
MITF2520,46,46,[-],20,110,145,MPa,20,Other,0.15,0.15
MITF2520,46,46,[-],20,110,145,MPa,20,Si,0.4,0.4
MITF2520,46,46,[-],20,110,145,MPa,20,Zn,0.25,0.25
MITF2540,58,58,[-],20,150,180,MPa,20,Al,96.3,98.9
MITF2540,58,58,[-],20,150,180,MPa,20,Cr,0.1,0.1
MITF2540,58,58,[-],20,150,180,MPa,20,Cu,0.2,0.2
MITF2540,58,58,[-],20,150,180,MPa,20,Fe,0.7,0.7
MITF2540,58,58,[-],20,150,180,MPa,20,Mg,1.1,1.8
MITF2540,58,58,[-],20,150,180,MPa,20,Mn,0.1,0.1
MITF2540,58,58,[-],20,150,180,MPa,20,Other,0.15,0.15
MITF2540,58,58,[-],20,150,180,MPa,20,Si,0.4,0.4
MITF2540,58,58,[-],20,150,180,MPa,20,Zn,0.25,0.25
MITF2550,63,63,[-],20,165,200,MPa,20,Al,96.3,98.9
MITF2550,63,63,[-],20,165,200,MPa,20,Cr,0.1,0.1
MITF2550,63,63,[-],20,165,200,MPa,20,Cu,0.2,0.2
MITF2550,63,63,[-],20,165,200,MPa,20,Fe,0.7,0.7
MITF2550,63,63,[-],20,165,200,MPa,20,Mg,1.1,1.8
MITF2550,63,63,[-],20,165,200,MPa,20,Mn,0.1,0.1
MITF2550,63,63,[-],20,165,200,MPa,20,Other,0.15,0.15
MITF2550,63,63,[-],20,165,200,MPa,20,Si,0.4,0.4
MITF2550,63,63,[-],20,165,200,MPa,20,Zn,0.25,0.25
MITF2720,47,47,[-],20,65,90,MPa,20,Al,95.8,97.7
MITF2720,47,47,[-],20,65,90,MPa,20,Cr,0.15,0.35
MITF2720,47,47,[-],20,65,90,MPa,20,Cu,0.1,0.1
MITF2720,47,47,[-],20,65,90,MPa,20,Fe,0.4,0.4
